,PhraseID,Note,TimeStamp,PieceID
231,PHRASE000582,E3,21/05/23 12:13:32,PIECE00096
232,PHRASE000582,E3,21/05/23 12:13:32,PIECE00096
233,PHRASE000582,E3,21/05/23 12:13:32,PIECE00096
234,PHRASE000582,G3,21/05/23 12:13:32,PIECE00096
235,PHRASE000582,G3,21/05/23 12:13:42,PIECE00096
236,PHRASE000582,END,21/05/23 12:13:22,PIECE00096
237,PHRASE000583,F3,21/05/23 12:13:22,PIECE00096
238,PHRASE000583,E3,21/05/23 12:13:22,PIECE00096
239,PHRASE000583,F3,21/05/23 12:13:22,PIECE00096
240,PHRASE000583,A3,21/05/23 12:13:22,PIECE00096
241,PHRASE000583,C4,21/05/23 12:13:32,PIECE00096
242,PHRASE000583,B3,21/05/23 12:13:32,PIECE00096
243,PHRASE000583,D4,21/05/23 12:13:32,PIECE00096
244,PHRASE000583,C4,21/05/23 12:13:42,PIECE00096
245,PHRASE000583,rest,21/05/23 12:13:52,PIECE00096
246,PHRASE000583,END,21/05/23 12:13:22,PIECE00096
247,PHRASE000584,G3,21/05/23 12:13:22,PIECE00096
248,PHRASE000584,G3,21/05/23 12:13:22,PIECE00096
249,PHRASE000584,F4,21/05/23 12:13:32,PIECE00096
250,PHRASE000584,D4,21/05/23 12:13:42,PIECE00096
251,PHRASE000584,G4,21/05/23 12:13:42,PIECE00096
252,PHRASE000584,F4,21/05/23 12:13:42,PIECE00096
253,PHRASE000584,E4,21/05/23 12:13:52,PIECE00096
254,PHRASE000584,C4,21/05/23 12:14:02,PIECE00096
255,PHRASE000584,END,21/05/23 12:13:22,PIECE00096
256,PHRASE000585,G3,21/05/23 12:13:22,PIECE00096
257,PHRASE000585,G3,21/05/23 12:13:22,PIECE00096
258,PHRASE000585,A3,21/05/23 12:13:22,PIECE00096
259,PHRASE000585,D4,21/05/23 12:13:22,PIECE00096
260,PHRASE000585,D4,21/05/23 12:13:32,PIECE00096
261,PHRASE000585,B3,21/05/23 12:13:32,PIECE00096
262,PHRASE000585,D4,21/05/23 12:13:32,PIECE00096
263,PHRASE000585,C4,21/05/23 12:13:42,PIECE00096
264,PHRASE000585,rest,21/05/23 12:13:52,PIECE00096
265,PHRASE000585,END,21/05/23 12:13:22,PIECE00096
266,PHRASE000586,G3,21/05/23 12:13:22,PIECE00097
267,PHRASE000586,C4,21/05/23 12:13:22,PIECE00097
268,PHRASE000586,D4,21/05/23 12:13:22,PIECE00097
269,PHRASE000586,E4,21/05/23 12:13:22,PIECE00097
270,PHRASE000586,F4,21/05/23 12:13:22,PIECE00097
271,PHRASE000586,G4,21/05/23 12:13:22,PIECE00097
272,PHRASE000586,A4,21/05/23 12:13:22,PIECE00097
273,PHRASE000586,G4,21/05/23 12:13:22,PIECE00097
274,PHRASE000586,END,21/05/23 12:13:22,PIECE00097
275,PHRASE000587,E4,21/05/23 12:13:22,PIECE00097
276,PHRASE000587,F4,21/05/23 12:13:22,PIECE00097
277,PHRASE000587,E4,21/05/23 12:13:22,PIECE00097
278,PHRASE000587,F4,21/05/23 12:13:22,PIECE00097
279,PHRASE000587,G4,21/05/23 12:13:22,PIECE00097
280,PHRASE000587,E4,21/05/23 12:13:32,PIECE00097
281,PHRASE000587,rest,21/05/23 12:13:32,PIECE00097
282,PHRASE000587,END,21/05/23 12:13:22,PIECE00097
283,PHRASE000588,C4,21/05/23 12:13:22,PIECE00097
284,PHRASE000588,E4,21/05/23 12:13:22,PIECE00097
285,PHRASE000588,G4,21/05/23 12:13:22,PIECE00097
286,PHRASE000588,E4,21/05/23 12:13:22,PIECE00097
287,PHRASE000588,G4,21/05/23 12:13:22,PIECE00097
288,PHRASE000588,E4,21/05/23 12:13:22,PIECE00097
289,PHRASE000588,G4,21/05/23 12:13:22,PIECE00097
290,PHRASE000588,C5,21/05/23 12:13:22,PIECE00097
291,PHRASE000588,A4,21/05/23 12:13:22,PIECE00097
292,PHRASE000588,END,21/05/23 12:13:22,PIECE00097
293,PHRASE000589,G4,21/05/23 12:13:22,PIECE00097
294,PHRASE000589,F4,21/05/23 12:13:22,PIECE00097
295,PHRASE000589,D4,21/05/23 12:13:22,PIECE00097
296,PHRASE000589,F4,21/05/23 12:13:22,PIECE00097
297,PHRASE000589,D4,21/05/23 12:13:22,PIECE00097
298,PHRASE000589,F4,21/05/23 12:13:22,PIECE00097
299,PHRASE000589,A4,21/05/23 12:13:22,PIECE00097
300,PHRASE000589,G4,21/05/23 12:13:22,PIECE00097
301,PHRASE000589,END,21/05/23 12:13:22,PIECE00097
302,PHRASE000590,F4,21/05/23 12:13:22,PIECE00097
303,PHRASE000590,E4,21/05/23 12:13:22,PIECE00097
304,PHRASE000590,D4,21/05/23 12:13:22,PIECE00097
305,PHRASE000590,E4,21/05/23 12:13:22,PIECE00097
306,PHRASE000590,F4,21/05/23 12:13:22,PIECE00097
307,PHRASE000590,G4,21/05/23 12:13:22,PIECE00097
308,PHRASE000590,C5,21/05/23 12:13:22,PIECE00097
309,PHRASE000590,B4,21/05/23 12:13:22,PIECE00097
310,PHRASE000590,END,21/05/23 12:13:22,PIECE00097
311,PHRASE000591,A4,21/05/23 12:13:22,PIECE00097
312,PHRASE000591,G4,21/05/23 12:13:22,PIECE00097
313,PHRASE000591,E4,21/05/23 12:13:22,PIECE00097
314,PHRASE000591,F4,21/05/23 12:13:22,PIECE00097
315,PHRASE000591,G4,21/05/23 12:13:22,PIECE00097
316,PHRASE000591,E4,21/05/23 12:13:32,PIECE00097
317,PHRASE000591,rest,21/05/23 12:13:32,PIECE00097
318,PHRASE000591,END,21/05/23 12:13:22,PIECE00097
319,PHRASE000592,G3,21/05/23 12:13:32,PIECE00098
320,PHRASE000592,C4,21/05/23 12:13:42,PIECE00098
321,PHRASE000592,C4,21/05/23 12:13:52,PIECE00098
322,PHRASE000592,B3,21/05/23 12:14:02,PIECE00098
323,PHRASE000592,D4,21/05/23 12:14:12,PIECE00098
324,PHRASE000592,C4,21/05/23 12:14:22,PIECE00098
325,PHRASE000592,A3,21/05/23 12:14:32,PIECE00098
326,PHRASE000592,G3,21/05/23 12:14:42,PIECE00098
327,PHRASE000592,END,21/05/23 12:13:22,PIECE00098
328,PHRASE000593,G3,21/05/23 12:13:32,PIECE00098
329,PHRASE000593,A3,21/05/23 12:13:42,PIECE00098
330,PHRASE000593,A3,21/05/23 12:13:52,PIECE00098
331,PHRASE000593,A3,21/05/23 12:14:02,PIECE00098
332,PHRASE000593,C4,21/05/23 12:14:12,PIECE00098
333,PHRASE000593,G3,21/05/23 12:14:22,PIECE00098
334,PHRASE000593,G3,21/05/23 12:14:32,PIECE00098
335,PHRASE000593,E3,21/05/23 12:14:42,PIECE00098
336,PHRASE000593,END,21/05/23 12:13:22,PIECE00098
337,PHRASE000594,G3,21/05/23 12:13:32,PIECE00098
338,PHRASE000594,C4,21/05/23 12:13:42,PIECE00098
339,PHRASE000594,E4,21/05/23 12:13:52,PIECE00098
340,PHRASE000594,D4,21/05/23 12:14:02,PIECE00098
341,PHRASE000594,D4,21/05/23 12:14:12,PIECE00098
342,PHRASE000594,G4,21/05/23 12:14:32,PIECE00098
343,PHRASE000594,F4,21/05/23 12:14:52,PIECE00098
344,PHRASE000594,E4,21/05/23 12:15:12,PIECE00098
345,PHRASE000594,rest,21/05/23 12:15:22,PIECE00098
346,PHRASE000594,END,21/05/23 12:13:22,PIECE00098
347,PHRASE000595,G3,21/05/23 12:13:22,PIECE00099
348,PHRASE000595,C4,21/05/23 12:13:32,PIECE00099
349,PHRASE000595,E-4,21/05/23 12:13:42,PIECE00099
350,PHRASE000595,D4,21/05/23 12:13:52,PIECE00099
351,PHRASE000595,G4,21/05/23 12:14:02,PIECE00099
352,PHRASE000595,F4,21/05/23 12:14:02,PIECE00099
353,PHRASE000595,E-4,21/05/23 12:14:02,PIECE00099
354,PHRASE000595,D4,21/05/23 12:14:02,PIECE00099
355,PHRASE000595,END,21/05/23 12:13:22,PIECE00099
356,PHRASE000596,G3,21/05/23 12:13:22,PIECE00099
357,PHRASE000596,C4,21/05/23 12:13:32,PIECE00099
358,PHRASE000596,E-4,21/05/23 12:13:42,PIECE00099
359,PHRASE000596,D4,21/05/23 12:13:52,PIECE00099
360,PHRASE000596,G4,21/05/23 12:14:02,PIECE00099
361,PHRASE000596,F4,21/05/23 12:14:02,PIECE00099
362,PHRASE000596,E-4,21/05/23 12:14:02,PIECE00099
363,PHRASE000596,D4,21/05/23 12:14:02,PIECE00099
364,PHRASE000596,END,21/05/23 12:13:22,PIECE00099
365,PHRASE000597,E-4,21/05/23 12:13:22,PIECE00099
366,PHRASE000597,F4,21/05/23 12:13:22,PIECE00099
367,PHRASE000597,F4,21/05/23 12:13:22,PIECE00099
368,PHRASE000597,F4,21/05/23 12:13:22,PIECE00099
369,PHRASE000597,G4,21/05/23 12:13:22,PIECE00099
370,PHRASE000597,E-4,21/05/23 12:13:22,PIECE00099
371,PHRASE000597,D4,21/05/23 12:13:22,PIECE00099
372,PHRASE000597,C4,21/05/23 12:13:22,PIECE00099
373,PHRASE000597,END,21/05/23 12:13:22,PIECE00099
374,PHRASE000598,G3,21/05/23 12:13:22,PIECE00099
375,PHRASE000598,C4,21/05/23 12:13:32,PIECE00099
376,PHRASE000598,D4,21/05/23 12:13:42,PIECE00099
377,PHRASE000598,E-4,21/05/23 12:13:42,PIECE00099
378,PHRASE000598,F4,21/05/23 12:13:42,PIECE00099
379,PHRASE000598,G4,21/05/23 12:13:52,PIECE00099
380,PHRASE000598,E-4,21/05/23 12:14:02,PIECE00099
381,PHRASE000598,D4,21/05/23 12:14:02,PIECE00099
382,PHRASE000598,C4,21/05/23 12:14:02,PIECE00099
383,PHRASE000598,C4,21/05/23 12:14:12,PIECE00099
384,PHRASE000598,rest,21/05/23 12:14:12,PIECE00099
385,PHRASE000598,END,21/05/23 12:13:22,PIECE00099
386,PHRASE000599,G3,21/05/23 12:13:22,PIECE00100
387,PHRASE000599,C4,21/05/23 12:13:32,PIECE00100
388,PHRASE000599,E-4,21/05/23 12:13:42,PIECE00100
389,PHRASE000599,D4,21/05/23 12:13:52,PIECE00100
390,PHRASE000599,G4,21/05/23 12:14:02,PIECE00100
391,PHRASE000599,F4,21/05/23 12:14:02,PIECE00100
392,PHRASE000599,E-4,21/05/23 12:14:02,PIECE00100
393,PHRASE000599,D4,21/05/23 12:14:02,PIECE00100
394,PHRASE000599,END,21/05/23 12:13:22,PIECE00100
395,PHRASE000600,G3,21/05/23 12:13:22,PIECE00100
396,PHRASE000600,C4,21/05/23 12:13:32,PIECE00100
397,PHRASE000600,E-4,21/05/23 12:13:42,PIECE00100
398,PHRASE000600,D4,21/05/23 12:13:52,PIECE00100
399,PHRASE000600,G4,21/05/23 12:14:02,PIECE00100
400,PHRASE000600,F4,21/05/23 12:14:02,PIECE00100
401,PHRASE000600,E-4,21/05/23 12:14:02,PIECE00100
402,PHRASE000600,D4,21/05/23 12:14:02,PIECE00100
403,PHRASE000600,END,21/05/23 12:13:22,PIECE00100
404,PHRASE000601,D4,21/05/23 12:13:22,PIECE00100
405,PHRASE000601,F4,21/05/23 12:13:22,PIECE00100
406,PHRASE000601,F4,21/05/23 12:13:22,PIECE00100
407,PHRASE000601,F4,21/05/23 12:13:22,PIECE00100
408,PHRASE000601,G4,21/05/23 12:13:22,PIECE00100
409,PHRASE000601,E-4,21/05/23 12:13:22,PIECE00100
410,PHRASE000601,D4,21/05/23 12:13:22,PIECE00100
411,PHRASE000601,C4,21/05/23 12:13:22,PIECE00100
412,PHRASE000601,END,21/05/23 12:13:22,PIECE00100
413,PHRASE000602,G3,21/05/23 12:13:22,PIECE00100
414,PHRASE000602,C4,21/05/23 12:13:32,PIECE00100
415,PHRASE000602,E-4,21/05/23 12:13:42,PIECE00100
416,PHRASE000602,D4,21/05/23 12:13:52,PIECE00100
417,PHRASE000602,G4,21/05/23 12:14:02,PIECE00100
418,PHRASE000602,E-4,21/05/23 12:14:02,PIECE00100
419,PHRASE000602,D4,21/05/23 12:14:02,PIECE00100
420,PHRASE000602,C4,21/05/23 12:14:02,PIECE00100
421,PHRASE000602,END,21/05/23 12:13:22,PIECE00100
422,PHRASE000603,C4,21/05/23 12:13:22,PIECE00101
423,PHRASE000603,E4,21/05/23 12:13:22,PIECE00101
424,PHRASE000603,F4,21/05/23 12:13:22,PIECE00101
425,PHRASE000603,G4,21/05/23 12:13:32,PIECE00101
426,PHRASE000603,A4,21/05/23 12:13:32,PIECE00101
427,PHRASE000603,G4,21/05/23 12:13:32,PIECE00101
428,PHRASE000603,F4,21/05/23 12:13:32,PIECE00101
429,PHRASE000603,E4,21/05/23 12:13:42,PIECE00101
430,PHRASE000603,rest,21/05/23 12:13:42,PIECE00101
431,PHRASE000603,END,21/05/23 12:13:22,PIECE00101
432,PHRASE000604,D4,21/05/23 12:13:22,PIECE00101
433,PHRASE000604,E4,21/05/23 12:13:22,PIECE00101
